* chtb_0001 xinhua/00/chtb_0001 XIN.19960210.0178
* chtb_0002 xinhua/00/chtb_0002 XIN.19960211.0308
* chtb_0003 xinhua/00/chtb_0003 XIN.19960212.0364
* chtb_0004 xinhua/00/chtb_0004 XIN.19960213.0455
* chtb_0005 xinhua/00/chtb_0005 XIN.19960202.0057
* chtb_0006 xinhua/00/chtb_0006 XIN.19960213.0457
* chtb_0007 xinhua/00/chtb_0007 XIN.19960213.0490
* chtb_0008 xinhua/00/chtb_0008 XIN.19960214.0546
* chtb_0009 xinhua/00/chtb_0009 XIN.19960215.0596
* chtb_0010 xinhua/00/chtb_0010 XIN.19960216.0842
* chtb_0011 xinhua/00/chtb_0011 XIN.19960220.0116
* chtb_0012 xinhua/00/chtb_0012 XIN.19960223.0259
* chtb_0013 xinhua/00/chtb_0013 XIN.19960224.0282
* chtb_0014 xinhua/00/chtb_0014 XIN.19960227.0504
* chtb_0015 xinhua/00/chtb_0015 XIN.19960228.0729
* chtb_0016 xinhua/00/chtb_0016 XIN.19960229.0116
* chtb_0017 xinhua/00/chtb_0017 XIN.19960229.0119
* chtb_0018 xinhua/00/chtb_0018 XIN.19960203.0220
* chtb_0019 xinhua/00/chtb_0019 XIN.19960206.0445
* chtb_0020 xinhua/00/chtb_0020 XIN.19960207.0453
* chtb_0021 xinhua/00/chtb_0021 XIN.19960308.0989
* chtb_0022 xinhua/00/chtb_0022 XIN.19960310.0068
* chtb_0023 xinhua/00/chtb_0023 XIN.19960310.0172
* chtb_0024 xinhua/00/chtb_0024 XIN.19960302.0205
* chtb_0025 xinhua/00/chtb_0025 XIN.19960313.0494
* chtb_0026 xinhua/00/chtb_0026 XIN.19960315.0636
* chtb_0027 xinhua/00/chtb_0027 XIN.19960317.0812
* chtb_0028 xinhua/00/chtb_0028 XIN.19960319.0953
* chtb_0029 xinhua/00/chtb_0029 XIN.19960319.0077
* chtb_0030 xinhua/00/chtb_0030 XIN.19960323.0322
* chtb_0031 xinhua/00/chtb_0031 XIN.19960329.0865
* chtb_0032 xinhua/00/chtb_0032 XIN.19960303.0336
* chtb_0033 xinhua/00/chtb_0033 XIN.19960304.0416
* chtb_0034 xinhua/00/chtb_0034 XIN.19960304.0452
* chtb_0035 xinhua/00/chtb_0035 XIN.19960406.1294
* chtb_0036 xinhua/00/chtb_0036 XIN.19960413.0224
* chtb_0037 xinhua/00/chtb_0037 XIN.19960415.0527
* chtb_0038 xinhua/00/chtb_0038 XIN.19960418.0869
* chtb_0039 xinhua/00/chtb_0039 XIN.19960421.0210
* chtb_0040 xinhua/00/chtb_0040 XIN.19960405.1267
! chtb_0041 xinhua/00/chtb_0041 XIN.19971204.0043
! chtb_0042 xinhua/00/chtb_0042 XIN.19971207.0056
! chtb_0043 xinhua/00/chtb_0043 XIN.19971209.0055
! chtb_0044 xinhua/00/chtb_0044 XIN.19971201.0076
! chtb_0045 xinhua/00/chtb_0045 XIN.19971211.0067
! chtb_0046 xinhua/00/chtb_0046 XIN.19971214.0050
! chtb_0047 xinhua/00/chtb_0047 XIN.19971215.0104
! chtb_0048 xinhua/00/chtb_0048 XIN.19971215.0105
! chtb_0049 xinhua/00/chtb_0049 XIN.19971216.0045
! chtb_0050 xinhua/00/chtb_0050 XIN.19971216.0055
! chtb_0051 xinhua/00/chtb_0051 XIN.19971216.0047
! chtb_0052 xinhua/00/chtb_0052 XIN.19971217.0010
! chtb_0053 xinhua/00/chtb_0053 XIN.19971217.0013
! chtb_0054 xinhua/00/chtb_0054 XIN.19971217.0074
! chtb_0055 xinhua/00/chtb_0055 XIN.19971217.0078
! chtb_0056 xinhua/00/chtb_0056 XIN.19971217.0057
! chtb_0057 xinhua/00/chtb_0057 XIN.19971218.0040
! chtb_0058 xinhua/00/chtb_0058 XIN.19971218.0048
! chtb_0059 xinhua/00/chtb_0059 XIN.19971220.0037
! chtb_0060 xinhua/00/chtb_0060 XIN.19971220.0054
! chtb_0061 xinhua/00/chtb_0061 XIN.19971220.0062
! chtb_0062 xinhua/00/chtb_0062 XIN.19971221.0032
! chtb_0063 xinhua/00/chtb_0063 XIN.19971202.0062
! chtb_0064 xinhua/00/chtb_0064 XIN.19971221.0035
! chtb_0065 xinhua/00/chtb_0065 XIN.19971221.0069
! chtb_0066 xinhua/00/chtb_0066 XIN.19971221.0070
! chtb_0067 xinhua/00/chtb_0067 XIN.19971222.0012
! chtb_0068 xinhua/00/chtb_0068 XIN.19971222.0040
! chtb_0069 xinhua/00/chtb_0069 XIN.19971222.0044
! chtb_0070 xinhua/00/chtb_0070 XIN.19971222.0057
! chtb_0071 xinhua/00/chtb_0071 XIN.19971222.0072
! chtb_0072 xinhua/00/chtb_0072 XIN.19971222.0078
! chtb_0073 xinhua/00/chtb_0073 XIN.19971222.0082
! chtb_0074 xinhua/00/chtb_0074 XIN.19971202.0084
! chtb_0075 xinhua/00/chtb_0075 XIN.19971225.0027
! chtb_0076 xinhua/00/chtb_0076 XIN.19971225.0035
! chtb_0077 xinhua/00/chtb_0077 XIN.19971225.0039
! chtb_0078 xinhua/00/chtb_0078 XIN.19971225.0090
! chtb_0079 xinhua/00/chtb_0079 XIN.19971226.0047
! chtb_0080 xinhua/00/chtb_0080 XIN.19971226.0067
chtb_0081 xinhua/00/chtb_0081 XIN.19971226.0076
chtb_2488 cts/01/cts_0177 CTS20001122.1300.0945
chtb_2489 cts/01/cts_0178 CTS20001122.1300.1414
chtb_2490 cts/01/cts_0179 CTS20001123.1300.0100
chtb_2491 cts/01/cts_0180 CTS20001123.1300.0496
chtb_2492 cts/01/cts_0181 CTS20001123.1300.0592
chtb_2493 cts/01/cts_0182 CTS20001123.1300.0805
chtb_2494 cts/01/cts_0183 CTS20001124.1300.0672
chtb_2495 cts/01/cts_0184 CTS20001124.1300.0705
chtb_2496 cts/01/cts_0185 CTS20001125.1300.0257
chtb_2497 cts/01/cts_0186 CTS20001125.1300.0727
chtb_2498 cts/01/cts_0187 CTS20001127.1300.0323
chtb_2499 cts/01/cts_0188 CTS20001127.1300.1328
chtb_2500 cts/01/cts_0189 CTS20001128.1300.0973
chtb_2501 cts/01/cts_0190 CTS20001130.1300.0234
chtb_2502 cts/01/cts_0191 CTS20001130.1300.0429
chtb_2503 cts/01/cts_0192 CTS20001130.1300.0880
chtb_2504 cts/01/cts_0193 CTS20001130.1300.0941
chtb_2505 cts/01/cts_0194 CTS20001201.1300.0437
chtb_2506 cts/01/cts_0195 CTS20001201.1300.0899
chtb_2507 cts/01/cts_0196 CTS20001201.1300.1186
chtb_2508 cts/01/cts_0197 CTS20001201.1300.1417
chtb_2509 cts/01/cts_0198 CTS20001202.1300.0777
chtb_2510 cts/01/cts_0199 CTS20001202.1300.0849
chtb_2511 cts/02/cts_0200 CTS20001202.1300.1416
chtb_2512 cts/02/cts_0201 CTS20001203.1300.0010
chtb_2513 cts/02/cts_0202 CTS20001204.1300.0160
chtb_2514 cts/02/cts_0203 CTS20001204.1300.1117
chtb_2515 cts/02/cts_0204 CTS20001205.1300.0961
chtb_2516 cts/02/cts_0205 CTS20001206.1300.0101
chtb_2517 cts/02/cts_0206 CTS20001206.1300.0190
chtb_2518 cts/02/cts_0207 CTS20001206.1300.0398
chtb_2519 cts/02/cts_0208 CTS20001207.1300.0521
chtb_2520 cts/02/cts_0209 CTS20001209.1300.0963
chtb_2521 cts/02/cts_0210 CTS20001209.1300.1118
chtb_2522 cts/02/cts_0211 CTS20001210.1300.0198
chtb_2523 cts/02/cts_0212 CTS20001211.1300.0012
chtb_2524 cts/02/cts_0213 CTS20001211.1300.0121
chtb_2525 cts/02/cts_0214 CTS20001211.1300.0211
chtb_2526 cts/02/cts_0215 CTS20001211.1300.0506
chtb_2527 cts/02/cts_0216 CTS20001211.1300.1117
chtb_2528 cts/02/cts_0217 CTS20001212.1300.0471
chtb_2529 cts/02/cts_0218 CTS20001212.1300.0904
chtb_2530 cts/02/cts_0219 CTS20001212.1300.0971
chtb_2531 cts/02/cts_0220 CTS20001213.1300.0281
chtb_2532 cts/02/cts_0221 CTS20001213.1300.0503
chtb_2533 cts/02/cts_0222 CTS20001214.1300.1126
chtb_2534 cts/02/cts_0223 CTS20001215.1300.0532
chtb_2535 cts/02/cts_0224 CTS20001215.1300.0684
chtb_2536 cts/02/cts_0225 CTS20001215.1300.0799
chtb_2537 cts/02/cts_0226 CTS20001216.1300.0201
chtb_2538 cts/02/cts_0227 CTS20001216.1300.1105
chtb_2539 cts/02/cts_0228 CTS20001217.1300.0474
chtb_2540 cts/02/cts_0229 CTS20001217.1300.0998
chtb_2541 cts/02/cts_0230 CTS20001217.1300.1072
chtb_2542 cts/02/cts_0231 CTS20001218.1300.0479
chtb_2543 cts/02/cts_0232 CTS20001218.1300.0965
chtb_2544 cts/02/cts_0233 CTS20001219.1300.0124
chtb_2545 cts/02/cts_0234 CTS20001219.1300.0812
chtb_2546 cts/02/cts_0235 CTS20001220.1300.0740
chtb_2547 cts/02/cts_0236 CTS20001221.1300.0060
chtb_2548 cts/02/cts_0237 CTS20001221.1300.0349
chtb_2549 cts/02/cts_0238 CTS20001221.1300.0732
! chtb_2550 cts/02/cts_0239 CTS20001221.1300.1388
! chtb_2551 cts/02/cts_0240 CTS20001222.1300.0194
! chtb_2552 cts/02/cts_0241 CTS20001222.1300.0530
! chtb_2553 cts/02/cts_0242 CTS20001222.1300.0687
! chtb_2554 cts/02/cts_0243 CTS20001222.1300.0723
! chtb_2555 cts/02/cts_0244 CTS20001222.1300.0808
! chtb_2556 cts/02/cts_0245 CTS20001222.1300.1132
! chtb_2557 cts/02/cts_0246 CTS20001223.1300.0006
! chtb_2558 cts/02/cts_0247 CTS20001223.1300.0286
! chtb_2559 cts/02/cts_0248 CTS20001223.1300.0809
! chtb_2560 cts/02/cts_0249 CTS20001223.1300.0967
! chtb_2561 cts/02/cts_0250 CTS20001223.1300.1197
! chtb_2562 cts/02/cts_0251 CTS20001224.1300.0005
! chtb_2563 cts/02/cts_0252 CTS20001224.1300.0252
! chtb_2564 cts/02/cts_0253 CTS20001224.1300.0396
! chtb_2565 cts/02/cts_0254 CTS20001225.1300.0100
! chtb_2566 cts/02/cts_0255 CTS20001225.1300.0190
! chtb_2567 cts/02/cts_0256 CTS20001225.1300.0520
! chtb_2568 cts/02/cts_0257 CTS20001225.1300.0585
! chtb_2569 cts/02/cts_0258 CTS20001226.2000.0407
* chtb_2570 cts/02/cts_0259 CTS20001226.2000.0716
* chtb_2571 cts/02/cts_0260 CTS20001226.2000.1264
* chtb_2572 cts/02/cts_0261 CTS20010112.1300.0101
* chtb_2573 cts/02/cts_0262 CTS20010112.1300.0373
* chtb_2574 cts/02/cts_0263 CTS20010112.1300.0443
* chtb_2575 cts/02/cts_0264 CTS20010113.1300.0323
* chtb_2576 cts/02/cts_0265 CTS20010113.1300.0393
* chtb_2577 cts/02/cts_0266 CTS20010113.1300.0985
* chtb_2578 cts/02/cts_0267 CTS20010114.1300.0864
* chtb_2579 cts/02/cts_0268 CTS20010115.2000.0467
* chtb_2580 cts/02/cts_0269 CTS20010115.2000.1236
* chtb_2581 cts/02/cts_0270 CTS20010116.1300.1467
* chtb_2582 cts/02/cts_0271 CTS20010117.1300.0211
* chtb_2583 cts/02/cts_0272 CTS20010117.1300.0925
* chtb_2584 cts/02/cts_0273 CTS20010117.1300.0997
* chtb_2585 cts/02/cts_0274 CTS20010118.1300.0723
* chtb_2586 cts/02/cts_0275 CTS20010118.1300.0933
* chtb_2587 cts/02/cts_0276 CTS20010119.1300.0074
* chtb_2588 cts/02/cts_0277 CTS20010119.1300.0649
* chtb_2589 cts/02/cts_0278 CTS20010119.1300.0763
* chtb_2590 cts/02/cts_0279 CTS20010119.1300.0941
* chtb_2591 cts/02/cts_0280 CTS20010119.1300.1098
* chtb_2592 cts/02/cts_0281 CTS20010119.1300.1337
* chtb_2593 cts/02/cts_0282 CTS20010120.1300.1480
* chtb_2594 cts/02/cts_0283 CTS20010120.1300.1511
* chtb_2595 cts/02/cts_0284 CTS20010121.1300.1356
* chtb_2596 cts/02/cts_0285 CTS20010122.1300.0413
* chtb_2597 cts/02/cts_0286 CTS20010122.1300.0770
* chtb_2598 cts/02/cts_0287 CTS20010122.1300.0916
* chtb_2599 cts/02/cts_0288 CTS20010122.1300.1460
* chtb_2600 cts/02/cts_0289 CTS20010123.1300.0140
* chtb_2601 cts/02/cts_0290 CTS20010123.1300.0221
* chtb_2602 cts/02/cts_0291 CTS20010123.1300.0544
chtb_2603 cts/02/cts_0292 CTS20010123.1300.0704
chtb_2604 cts/02/cts_0293 CTS20010124.1300.0208
chtb_2605 cts/02/cts_0294 CTS20010124.1300.0619
chtb_2606 cts/02/cts_0295 CTS20010125.1300.0678
chtb_2607 cts/02/cts_0296 CTS20010125.1300.0755
chtb_2608 cts/02/cts_0297 CTS20010125.1300.1067
chtb_2609 cts/02/cts_0298 CTS20010125.1300.1406
chtb_2610 cts/02/cts_0299 CTS20010126.1300.0216
chtb_2611 cts/03/cts_0300 CTS20010126.1300.1012
chtb_2612 cts/03/cts_0301 CTS20010127.1300.0504
chtb_2613 cts/03/cts_0302 CTS20010127.1300.0849
chtb_2614 cts/03/cts_0303 CTS20010128.1300.0007
chtb_2615 cts/03/cts_0304 CTS20010128.1300.0463
chtb_2616 cts/03/cts_0305 CTS20010128.1300.0835
chtb_2617 cts/03/cts_0306 CTS20010129.1300.0004
chtb_2618 cts/03/cts_0307 CTS20010129.1300.0409
chtb_2619 cts/03/cts_0308 CTS20010131.1300.0494
chtb_2620 cts/03/cts_0309 CTS20010131.1300.0709
chtb_2621 cts/03/cts_0310 CTS20010131.1300.0780
chtb_2622 cts/03/cts_0311 CTS20010131.1300.0871
chtb_2623 cts/03/cts_0312 CTS20010131.1300.1362
chtb_2624 ctv/00/ctv_0001 CTV20001003.1330.0000
chtb_2625 ctv/00/ctv_0002 CTV20001003.1330.1594
chtb_2626 ctv/00/ctv_0003 CTV20001005.1330.0595
chtb_2627 ctv/00/ctv_0004 CTV20001005.1330.1284
chtb_2628 ctv/00/ctv_0005 CTV20001005.1330.1424
chtb_2629 ctv/00/ctv_0006 CTV20001005.1330.1455
chtb_2630 ctv/00/ctv_0007 CTV20001009.1330.0695
chtb_2631 ctv/00/ctv_0008 CTV20001010.1330.1176
chtb_2632 ctv/00/ctv_0009 CTV20001010.1330.1622
chtb_2633 ctv/00/ctv_0010 CTV20001010.1330.1644
chtb_2634 ctv/00/ctv_0011 CTV20001011.1330.0522
chtb_2635 ctv/00/ctv_0012 CTV20001011.1330.1247
chtb_2636 ctv/00/ctv_0013 CTV20001015.1430.1540
chtb_2637 ctv/00/ctv_0014 CTV20001017.1330.0062
chtb_2638 ctv/00/ctv_0015 CTV20001017.1330.0441
chtb_2639 ctv/00/ctv_0016 CTV20001017.1330.1237
chtb_2640 ctv/00/ctv_0017 CTV20001019.1330.1410
chtb_2641 ctv/00/ctv_0018 CTV20001019.1330.1631
chtb_2642 ctv/00/ctv_0019 CTV20001021.1530.0743
chtb_2643 ctv/00/ctv_0020 CTV20001021.1530.0961
chtb_2644 ctv/00/ctv_0021 CTV20001021.1530.1075
chtb_2645 ctv/00/ctv_0022 CTV20001021.1530.1567
chtb_2646 ctv/00/ctv_0023 CTV20001022.1430.0459
chtb_2647 ctv/00/ctv_0024 CTV20001022.1430.0961
chtb_2648 ctv/00/ctv_0025 CTV20001022.1430.1024
chtb_2649 ctv/00/ctv_0026 CTV20001024.1330.1118
chtb_2650 ctv/00/ctv_0027 CTV20001024.1330.1400
chtb_2651 ctv/00/ctv_0028 CTV20001024.1330.1495
chtb_2652 ctv/00/ctv_0029 CTV20001024.1330.1616
chtb_2653 ctv/00/ctv_0030 CTV20001025.1330.0673
chtb_2654 ctv/00/ctv_0031 CTV20001025.1330.1648
chtb_2655 ctv/00/ctv_0032 CTV20001026.1530.0223
chtb_2656 ctv/00/ctv_0033 CTV20001026.1530.0802
chtb_2657 ctv/00/ctv_0034 CTV20001026.1530.1197
chtb_2658 ctv/00/ctv_0035 CTV20001026.1530.1525
chtb_2659 ctv/00/ctv_0036 CTV20001030.1330.0014
chtb_2660 ctv/00/ctv_0037 CTV20001030.1330.0326
chtb_2661 ctv/00/ctv_0038 CTV20001030.1330.1412
chtb_2662 ctv/00/ctv_0039 CTV20001030.1330.1547
chtb_2663 ctv/00/ctv_0040 CTV20001031.1330.0053
chtb_2664 ctv/00/ctv_0041 CTV20001031.1330.0264
chtb_2665 ctv/00/ctv_0042 CTV20001031.1330.0894
chtb_2666 ctv/00/ctv_0043 CTV20001031.1330.1152
chtb_2667 ctv/00/ctv_0044 CTV20001031.1330.1387
chtb_2668 ctv/00/ctv_0045 CTV20001031.1330.1462
chtb_2669 ctv/00/ctv_0046 CTV20001102.1330.0604
chtb_2670 ctv/00/ctv_0047 CTV20001102.1330.0879
chtb_2671 ctv/00/ctv_0048 CTV20001102.1330.0976
chtb_2672 ctv/00/ctv_0049 CTV20001102.1330.1413
chtb_2673 ctv/00/ctv_0050 CTV20001104.1530.0780
chtb_2674 ctv/00/ctv_0051 CTV20001106.1330.0134
chtb_2675 ctv/00/ctv_0052 CTV20001106.1330.0676
chtb_2676 ctv/00/ctv_0053 CTV20001106.1330.0915
chtb_2677 ctv/00/ctv_0054 CTV20001106.1330.1311
chtb_2678 ctv/00/ctv_0055 CTV20001106.1330.1457
chtb_2679 ctv/00/ctv_0056 CTV20001106.1330.1519
chtb_2680 ctv/00/ctv_0057 CTV20001107.1330.0384
chtb_2681 ctv/00/ctv_0058 CTV20001107.1330.1032
chtb_2682 ctv/00/ctv_0059 CTV20001107.1330.1545
chtb_2683 ctv/00/ctv_0060 CTV20001110.1330.0231
chtb_2684 ctv/00/ctv_0061 CTV20001110.1330.0298
chtb_2685 ctv/00/ctv_0062 CTV20001110.1330.0881
chtb_2686 ctv/00/ctv_0063 CTV20001110.1330.1532
chtb_2687 ctv/00/ctv_0064 CTV20001113.1330.0378
chtb_2688 ctv/00/ctv_0065 CTV20001113.1330.0878
chtb_2689 ctv/00/ctv_0066 CTV20001113.1330.1161
chtb_2690 ctv/00/ctv_0067 CTV20001114.1330.0245
chtb_2691 ctv/00/ctv_0068 CTV20001114.1330.0505
chtb_2692 ctv/00/ctv_0069 CTV20001114.1330.1509
chtb_2693 ctv/00/ctv_0070 CTV20001114.1330.1559
chtb_2694 ctv/00/ctv_0071 CTV20001116.1330.0474
chtb_2695 ctv/00/ctv_0072 CTV20001116.1330.1023
chtb_2696 ctv/00/ctv_0073 CTV20001116.1330.1304
chtb_2697 ctv/00/ctv_0074 CTV20001117.1330.0369
chtb_2698 ctv/00/ctv_0075 CTV20001117.1330.1499
chtb_2699 ctv/00/ctv_0076 CTV20001120.1330.0066
chtb_2700 ctv/00/ctv_0077 CTV20001120.1330.0761
chtb_2701 ctv/00/ctv_0078 CTV20001121.1330.0682
chtb_2702 ctv/00/ctv_0079 CTV20001121.1330.1539
chtb_2703 ctv/00/ctv_0080 CTV20001122.1330.1504
chtb_2704 ctv/00/ctv_0081 CTV20001123.1330.0443
chtb_2705 ctv/00/ctv_0082 CTV20001123.1330.0554
chtb_2706 ctv/00/ctv_0083 CTV20001123.1330.0837
chtb_2707 ctv/00/ctv_0084 CTV20001123.1330.1019
chtb_2708 ctv/00/ctv_0085 CTV20001123.1330.1450
chtb_2709 ctv/00/ctv_0086 CTV20001123.1330.1541
chtb_2710 ctv/00/ctv_0087 CTV20001127.1330.0329
chtb_2711 ctv/00/ctv_0088 CTV20001127.1330.1368
chtb_2712 ctv/00/ctv_0089 CTV20001127.1330.1462
chtb_2713 ctv/00/ctv_0090 CTV20001129.1330.0001
chtb_2714 ctv/00/ctv_0091 CTV20001129.1330.0118
chtb_2715 ctv/00/ctv_0092 CTV20001129.1330.0449
chtb_2716 ctv/00/ctv_0093 CTV20001129.1330.0717
chtb_2717 ctv/00/ctv_0094 CTV20001129.1330.1511
chtb_2718 ctv/00/ctv_0095 CTV20001201.1330.0675
chtb_2719 ctv/00/ctv_0096 CTV20001201.1330.1047
chtb_2720 ctv/00/ctv_0097 CTV20001201.1330.1413
chtb_2721 ctv/00/ctv_0098 CTV20001201.1330.1555
chtb_2722 ctv/00/ctv_0099 CTV20001202.1530.0030
chtb_2723 ctv/01/ctv_0100 CTV20001202.1530.0612
chtb_2724 ctv/01/ctv_0101 CTV20001202.1530.1582
chtb_2725 ctv/01/ctv_0102 CTV20001203.1430.0763
chtb_2726 ctv/01/ctv_0103 CTV20001205.1330.0213
chtb_2727 ctv/01/ctv_0104 CTV20001205.1330.0509
chtb_2728 ctv/01/ctv_0105 CTV20001205.1330.1436
chtb_2729 ctv/01/ctv_0106 CTV20001205.1330.1551
chtb_2730 ctv/01/ctv_0107 CTV20001207.1330.0204
chtb_2731 ctv/01/ctv_0108 CTV20001207.1330.0449
chtb_2732 ctv/01/ctv_0109 CTV20001207.1330.0642
chtb_2733 ctv/01/ctv_0110 CTV20001207.1330.0869
chtb_2734 ctv/01/ctv_0111 CTV20001207.1330.1143
chtb_2735 ctv/01/ctv_0112 CTV20001207.1330.1448
chtb_2736 ctv/01/ctv_0113 CTV20001208.1330.0003
chtb_2737 ctv/01/ctv_0114 CTV20001208.1330.0374
chtb_2738 ctv/01/ctv_0115 CTV20001208.1330.0743
chtb_2739 ctv/01/ctv_0116 CTV20001208.1330.0800
chtb_2740 ctv/01/ctv_0117 CTV20001208.1330.0897
chtb_2741 ctv/01/ctv_0118 CTV20001208.1330.0992
chtb_2742 ctv/01/ctv_0119 CTV20001208.1330.1180
chtb_2743 ctv/01/ctv_0120 CTV20001208.1330.1503
chtb_2744 ctv/01/ctv_0121 CTV20001208.1330.1585
chtb_2745 ctv/01/ctv_0122 CTV20001210.1430.0951
chtb_2746 ctv/01/ctv_0123 CTV20001210.1430.1151
chtb_2747 ctv/01/ctv_0124 CTV20001210.1430.1316
chtb_2748 ctv/01/ctv_0125 CTV20001210.1430.1519
chtb_2749 ctv/01/ctv_0126 CTV20001210.1430.1597
chtb_2750 ctv/01/ctv_0127 CTV20001213.1330.0213
chtb_2751 ctv/01/ctv_0128 CTV20001213.1330.1008
chtb_2752 ctv/01/ctv_0129 CTV20001213.1330.1479
chtb_2753 ctv/01/ctv_0130 CTV20001213.1330.1524
chtb_2754 ctv/01/ctv_0131 CTV20001215.1330.0171
chtb_2755 ctv/01/ctv_0132 CTV20001215.1330.1550
chtb_2756 ctv/01/ctv_0133 CTV20001215.1330.1591
chtb_2757 ctv/01/ctv_0134 CTV20001217.1430.0263
chtb_2758 ctv/01/ctv_0135 CTV20001217.1430.0830
chtb_2759 ctv/01/ctv_0136 CTV20001217.1430.0968
chtb_2760 ctv/01/ctv_0137 CTV20001217.1430.1339
chtb_2761 ctv/01/ctv_0138 CTV20001219.1330.1595
chtb_2762 ctv/01/ctv_0139 CTV20001221.1330.0346
chtb_2763 ctv/01/ctv_0140 CTV20001221.1330.1322
chtb_2764 ctv/01/ctv_0141 CTV20001221.1330.1452
chtb_2765 ctv/01/ctv_0142 CTV20001223.1530.0428
chtb_2766 ctv/01/ctv_0143 CTV20001223.1530.0485
chtb_2767 ctv/01/ctv_0144 CTV20001223.1530.1085
chtb_2768 ctv/01/ctv_0145 CTV20001223.1530.1288
chtb_2769 ctv/01/ctv_0146 CTV20001223.1530.1593
chtb_2770 ctv/01/ctv_0147 CTV20001223.1530.1621
chtb_2771 ctv/01/ctv_0148 CTV20001223.1530.1648
chtb_2772 ctv/01/ctv_0149 CTV20001224.1430.1439
chtb_2773 ctv/01/ctv_0150 CTV20001224.1430.1496
chtb_2774 ctv/01/ctv_0151 CTV20001226.1330.0735
! chtb_2775 ctv/01/ctv_0152 CTV20001226.1330.1656
! chtb_2776 ctv/01/ctv_0153 CTV20001227.1330.0447
! chtb_2777 ctv/01/ctv_0154 CTV20001227.1330.1536
! chtb_2778 ctv/01/ctv_0155 CTV20001228.1330.1196
! chtb_2779 ctv/01/ctv_0156 CTV20001228.1330.1308
! chtb_2780 ctv/01/ctv_0157 CTV20001228.1330.1405
! chtb_2781 ctv/01/ctv_0158 CTV20001228.1330.1491
! chtb_2782 ctv/01/ctv_0159 CTV20001228.1330.1586
! chtb_2783 ctv/01/ctv_0160 CTV20010103.1330.0488
! chtb_2784 ctv/01/ctv_0161 CTV20010104.1330.0937
! chtb_2785 ctv/01/ctv_0162 CTV20010104.1330.1468
! chtb_2786 ctv/01/ctv_0163 CTV20010110.1330.1065
! chtb_2787 ctv/01/ctv_0164 CTV20010110.1330.1139
! chtb_2788 ctv/01/ctv_0165 CTV20010110.1330.1471
! chtb_2789 ctv/01/ctv_0166 CTV20010112.1330.0889
! chtb_2790 ctv/01/ctv_0167 CTV20010112.1330.1444
! chtb_2791 ctv/01/ctv_0168 CTV20010113.1530.0221
! chtb_2792 ctv/01/ctv_0169 CTV20010113.1530.0995
! chtb_2793 ctv/01/ctv_0170 CTV20010113.1530.1265
! chtb_2794 ctv/01/ctv_0171 CTV20010116.1330.0029
! chtb_2795 ctv/01/ctv_0172 CTV20010116.1330.0833
! chtb_2796 ctv/01/ctv_0173 CTV20010116.1330.1265
! chtb_2797 ctv/01/ctv_0174 CTV20010117.1330.0763
! chtb_2798 ctv/01/ctv_0175 CTV20010118.1330.1200
! chtb_2799 ctv/01/ctv_0176 CTV20010118.1330.1628
* chtb_2800 ctv/01/ctv_0177 CTV20010120.1530.0517
* chtb_2801 ctv/01/ctv_0178 CTV20010120.1530.0555
* chtb_2802 ctv/01/ctv_0179 CTV20010120.1530.0934
* chtb_2803 ctv/01/ctv_0180 CTV20010120.1530.1341
* chtb_2804 ctv/01/ctv_0181 CTV20010120.1530.1404
* chtb_2805 ctv/01/ctv_0182 CTV20010120.1530.1497
* chtb_2806 ctv/01/ctv_0183 CTV20010120.1530.1607
* chtb_2807 ctv/01/ctv_0184 CTV20010121.1430.0033
* chtb_2808 ctv/01/ctv_0185 CTV20010121.1430.0311
* chtb_2809 ctv/01/ctv_0186 CTV20010121.1430.1322
* chtb_2810 ctv/01/ctv_0187 CTV20010121.1430.1408
* chtb_2811 ctv/01/ctv_0188 CTV20010121.1430.1564
* chtb_2812 ctv/01/ctv_0189 CTV20010125.1330.1467
* chtb_2813 ctv/01/ctv_0190 CTV20010127.1530.0260
* chtb_2814 ctv/01/ctv_0191 CTV20010128.1330.1097
* chtb_2815 ctv/01/ctv_0192 CTV20010128.1330.1462
* chtb_2816 ctv/01/ctv_0193 CTV20010130.1330.0480
* chtb_2817 ctv/01/ctv_0194 CTV20010130.1330.0665
* chtb_2818 ctv/01/ctv_0195 CTV20010131.1330.0247
* chtb_2819 ctv/01/ctv_0196 CTV20010131.1330.0551
chtb_2820 ctv/01/ctv_0197 CTV20010131.1330.0605
chtb_2821 vom/00/vom_0001 VOM20001002.1800.0234
chtb_2822 vom/00/vom_0002 VOM20001002.1800.0780
chtb_2823 vom/00/vom_0003 VOM20001002.1800.0966
chtb_2824 vom/00/vom_0004 VOM20001002.1800.1935
chtb_2825 vom/00/vom_0005 VOM20001002.1800.1999
chtb_2826 vom/00/vom_0006 VOM20001004.1800.0117
chtb_2827 vom/00/vom_0007 VOM20001004.1800.0590
chtb_2828 vom/00/vom_0008 VOM20001004.1800.0776
chtb_2829 vom/00/vom_0009 VOM20001004.1800.1942
chtb_2830 vom/00/vom_0010 VOM20001004.1800.2013
chtb_2831 vom/00/vom_0011 VOM20001004.1800.2345
chtb_2832 vom/00/vom_0012 VOM20001004.1800.2582
chtb_2833 vom/00/vom_0013 VOM20001005.1800.0124
chtb_2834 vom/00/vom_0014 VOM20001005.1800.0430
chtb_2835 vom/00/vom_0015 VOM20001005.1800.1966
chtb_2836 vom/00/vom_0016 VOM20001005.1800.2123
